timestamp,x_position,y_position,z_position,layer_width,layer_height,defect_detected
2025-05-11T16:08:29.009089,100.0,200.0,300.0,48.20370288871747,250.45567128373858,True
2025-05-11T16:08:29.073460,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:29.134824,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:29.192414,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:29.252529,100.0,200.0,300.0,48.23627164082487,250.60562811721786,True
2025-05-11T16:08:29.311036,100.0,200.0,300.0,48.23627164082487,250.60562811721786,True
2025-05-11T16:08:29.369770,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:29.427976,100.0,200.0,300.0,48.17119524560194,250.3059958153815,True
2025-05-11T16:08:29.487157,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:29.545441,100.0,200.0,300.0,48.20370288871747,250.45567128373858,True
2025-05-11T16:08:29.603670,100.0,200.0,300.0,48.20370288871747,250.45567128373858,True
2025-05-11T16:08:29.666083,100.0,200.0,300.0,48.20370288871747,250.45567128373858,True
2025-05-11T16:08:29.731258,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:29.789734,100.0,200.0,300.0,48.17119524560194,250.3059958153815,True
2025-05-11T16:08:29.855987,100.0,200.0,300.0,48.20370288871747,250.45567128373858,True
2025-05-11T16:08:29.914778,100.0,200.0,300.0,48.17119524560194,250.3059958153815,True
2025-05-11T16:08:29.973261,100.0,200.0,300.0,48.17119524560194,250.3059958153815,True
2025-05-11T16:08:30.031424,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:30.089670,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:30.146932,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:30.204872,100.0,200.0,300.0,48.13874853965061,250.15660092099768,True
2025-05-11T16:08:30.262751,100.0,200.0,300.0,48.20370288871747,250.45567128373858,True
2025-05-11T16:08:30.320949,100.0,200.0,300.0,48.20370288871747,250.45567128373858,True
2025-05-11T16:08:30.379054,100.0,200.0,300.0,48.17119524560194,250.3059958153815,True
