timestamp,x_position,y_position,z_position,layer_width,layer_height,defect_detected
2025-05-11T16:06:11.925719,100.0,200.0,300.0,48.298969871655146,223.47009839908696,True
2025-05-11T16:06:11.987611,100.0,200.0,300.0,48.454295698019365,223.47009839908696,True
2025-05-11T16:06:12.049994,100.0,200.0,300.0,48.16046805061441,223.59627014625767,True
2025-05-11T16:06:12.111418,100.0,200.0,300.0,48.298969871655146,223.47009839908696,True
2025-05-11T16:06:12.170671,100.0,200.0,300.0,47.99431521288467,223.4716305150412,True
2025-05-11T16:06:12.229174,100.0,200.0,300.0,48.28204114530098,223.3441438293093,True
2025-05-11T16:06:12.287895,100.0,200.0,300.0,47.6602407603884,223.46834742901416,True
2025-05-11T16:06:12.350753,100.0,200.0,300.0,47.799250578210874,223.34195794226292,True
2025-05-11T16:06:12.409779,100.0,200.0,300.0,47.64338772121269,223.34195794226292,True
2025-05-11T16:06:12.468237,100.0,200.0,300.0,47.986704337070236,223.47009839908696,True
2025-05-11T16:06:12.533649,100.0,200.0,300.0,47.8231674141209,223.46900404034284,True
2025-05-11T16:06:12.590814,100.0,200.0,300.0,48.17732108979013,223.7226596330089,True
2025-05-11T16:06:12.650284,100.0,200.0,300.0,48.17732108979013,223.7226596330089,True
2025-05-11T16:06:12.707530,100.0,200.0,300.0,48.15255380269804,223.59539352709405,True
2025-05-11T16:06:12.768361,100.0,200.0,300.0,48.16046805061441,223.59627014625767,True
2025-05-11T16:06:12.826877,100.0,200.0,300.0,48.16046805061441,223.59627014625767,True
2025-05-11T16:06:12.884713,100.0,200.0,300.0,48.26514153303359,223.21840587667097,True
2025-05-11T16:06:12.941569,100.0,200.0,300.0,48.02118832249768,223.7226596330089,True
2025-05-11T16:06:13.000358,100.0,200.0,300.0,47.93600542522684,223.0928839828436,True
2025-05-11T16:06:13.057686,100.0,200.0,300.0,48.16046805061441,223.59627014625767,True
2025-05-11T16:06:13.116966,100.0,200.0,300.0,48.31592778739612,223.59627014625767,True
2025-05-11T16:06:13.177865,100.0,200.0,300.0,48.16046805061441,223.59627014625767,True
2025-05-11T16:06:13.248911,100.0,200.0,300.0,48.16046805061441,223.59627014625767,True
2025-05-11T16:06:13.310884,100.0,200.0,300.0,48.24827095981175,223.0928839828436,True
2025-05-11T16:06:13.367710,100.0,200.0,300.0,47.8380471395852,223.4716305150412,True
2025-05-11T16:06:13.425912,100.0,200.0,300.0,47.75761159228411,223.08895953484108,True
2025-05-11T16:06:13.484616,100.0,200.0,300.0,47.60228576591987,223.08895953484108,True
2025-05-11T16:06:13.542792,100.0,200.0,300.0,47.60228576591987,223.08895953484108,True
2025-05-11T16:06:13.602601,100.0,200.0,300.0,47.78188954225342,223.21578619509222,True
2025-05-11T16:06:13.664131,100.0,200.0,300.0,48.16046805061441,223.59627014625767,True
2025-05-11T16:06:13.723004,100.0,200.0,300.0,48.298969871655146,223.47009839908696,True
2025-05-11T16:06:13.783074,100.0,200.0,300.0,48.298969871655146,223.47009839908696,True
2025-05-11T16:06:13.841483,100.0,200.0,300.0,48.15979502010367,223.59627014625767,True
2025-05-11T16:06:13.902538,100.0,200.0,300.0,48.31592778739612,223.59627014625767,True
2025-05-11T16:06:13.960104,100.0,200.0,300.0,47.94728494021169,223.34152076876302,True
2025-05-11T16:06:14.017133,100.0,200.0,300.0,47.987511277998465,223.47009839908696,True
2025-05-11T16:06:14.074790,100.0,200.0,300.0,48.24827095981175,223.0928839828436,True
2025-05-11T16:06:14.131991,100.0,200.0,300.0,47.63596281041909,223.34152076876302,True
2025-05-11T16:06:14.188791,100.0,200.0,300.0,48.17732108979013,223.7226596330089,True
2025-05-11T16:06:14.246092,100.0,200.0,300.0,48.28204114530098,223.3441438293093,True
2025-05-11T16:06:14.303103,100.0,200.0,300.0,48.31592778739612,223.59627014625767,True
2025-05-11T16:06:14.361645,100.0,200.0,300.0,48.33291496808381,223.7226596330089,True
2025-05-11T16:06:14.419482,100.0,200.0,300.0,48.34993148953919,223.8492674234701,True
2025-05-11T16:06:14.480379,100.0,200.0,300.0,48.33291496808381,223.7226596330089,True
2025-05-11T16:06:14.538520,100.0,200.0,300.0,48.31592778739612,223.59627014625767,True
2025-05-11T16:06:14.595803,100.0,200.0,300.0,48.31592778739612,223.59627014625767,True
2025-05-11T16:06:14.652992,100.0,200.0,300.0,48.33291496808381,223.7226596330089,True
2025-05-11T16:06:14.711745,100.0,200.0,300.0,48.298969871655146,223.47009839908696,True
2025-05-11T16:06:14.768678,100.0,200.0,300.0,48.1428371043627,223.47009839908696,True
2025-05-11T16:06:14.826016,100.0,200.0,300.0,48.1428371043627,223.47009839908696,True
2025-05-11T16:06:14.883757,100.0,200.0,300.0,48.17732108979013,223.7226596330089,True
2025-05-11T16:06:14.941626,100.0,200.0,300.0,48.298969871655146,223.47009839908696,True
2025-05-11T16:06:15.000076,100.0,200.0,300.0,48.17732108979013,223.7226596330089,True
2025-05-11T16:06:15.057378,100.0,200.0,300.0,48.17732108979013,223.7226596330089,True
2025-05-11T16:06:15.114558,100.0,200.0,300.0,48.18527826479706,223.72375683198956,True
2025-05-11T16:06:15.171816,100.0,200.0,300.0,48.24827095981175,223.0928839828436,True
2025-05-11T16:06:15.228924,100.0,200.0,300.0,47.568724557234376,222.83726701242506,True
2025-05-11T16:06:15.287339,100.0,200.0,300.0,48.17732108979013,223.7226596330089,True
2025-05-11T16:06:15.344972,100.0,200.0,300.0,47.6602407603884,223.46834742901416,True
2025-05-11T16:06:15.402701,100.0,200.0,300.0,48.31592778739612,223.59627014625767,True
2025-05-11T16:06:15.461509,100.0,200.0,300.0,47.75551058653653,222.96561787692877,True
