timestamp,x_position,y_position,z_position,layer_width,layer_height,defect_detected
2025-05-11T16:05:40.875563,100.0,200.0,300.0,48.33291496808381,223.7226596330089,False
2025-05-11T16:05:40.938909,100.0,200.0,300.0,47.75551058653653,222.96561787692877,False
2025-05-11T16:05:41.007948,100.0,200.0,300.0,47.77483802274229,223.21513128201178,False
2025-05-11T16:05:41.068493,100.0,200.0,300.0,47.8231674141209,223.46900404034284,False
2025-05-11T16:05:41.128069,100.0,200.0,300.0,47.767320636163134,223.2149129783018,False
2025-05-11T16:05:41.187766,100.0,200.0,300.0,47.750333455475435,223.08852349155057,False
2025-05-11T16:05:41.247634,100.0,200.0,300.0,48.35772518226647,223.85014631874077,False
2025-05-11T16:05:41.307108,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:41.379027,100.0,200.0,300.0,48.16046805061441,223.59627014625767,False
2025-05-11T16:05:41.442843,100.0,200.0,300.0,47.84820251602951,223.59627014625767,False
2025-05-11T16:05:41.502946,100.0,200.0,300.0,48.14364404529091,223.47009839908696,False
2025-05-11T16:05:41.563922,100.0,200.0,300.0,47.78188954225342,223.21578619509222,False
2025-05-11T16:05:41.623739,100.0,200.0,300.0,47.74068286592994,222.96300496506342,False
2025-05-11T16:05:41.687946,100.0,200.0,300.0,48.16046805061441,223.59627014625767,False
2025-05-11T16:05:41.751398,100.0,200.0,300.0,48.17732108979013,223.7226596330089,False
2025-05-11T16:05:41.811354,100.0,200.0,300.0,48.13570076352233,223.46900404034284,False
2025-05-11T16:05:41.871406,100.0,200.0,300.0,47.84820251602951,223.59627014625767,False
2025-05-11T16:05:41.931436,100.0,200.0,300.0,47.987511277998465,223.47009839908696,False
2025-05-11T16:05:41.995994,100.0,200.0,300.0,48.16046805061441,223.59627014625767,False
2025-05-11T16:05:42.058080,100.0,200.0,300.0,48.16046805061441,223.59627014625767,False
2025-05-11T16:05:42.120800,100.0,200.0,300.0,48.16046805061441,223.59627014625767,False
2025-05-11T16:05:42.182006,100.0,200.0,300.0,48.24827095981175,223.0928839828436,False
2025-05-11T16:05:42.257145,100.0,200.0,300.0,48.23142935085186,222.96757759141605,False
2025-05-11T16:05:42.317187,100.0,200.0,300.0,48.24827095981175,223.0928839828436,False
2025-05-11T16:05:42.376641,100.0,200.0,300.0,47.93600542522684,223.0928839828436,False
2025-05-11T16:05:42.436601,100.0,200.0,300.0,48.02118832249768,223.7226596330089,False
2025-05-11T16:05:42.498927,100.0,200.0,300.0,48.26514153303359,223.21840587667097,False
2025-05-11T16:05:42.558081,100.0,200.0,300.0,48.24827095981175,223.0928839828436,False
2025-05-11T16:05:42.618338,100.0,200.0,300.0,48.26514153303359,223.21840587667097,False
2025-05-11T16:05:42.677499,100.0,200.0,300.0,48.24827095981175,223.0928839828436,False
2025-05-11T16:05:42.738647,100.0,200.0,300.0,48.28204114530098,223.3441438293093,False
2025-05-11T16:05:42.798831,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:42.859031,100.0,200.0,300.0,48.26514153303359,223.21840587667097,False
2025-05-11T16:05:42.919114,100.0,200.0,300.0,47.63596281041909,223.34152076876302,False
2025-05-11T16:05:42.984433,100.0,200.0,300.0,47.75551058653653,222.96561787692877,False
2025-05-11T16:05:43.044470,100.0,200.0,300.0,47.6677076773392,223.46900404034284,False
2025-05-11T16:05:43.105273,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:43.165408,100.0,200.0,300.0,48.17732108979013,223.7226596330089,False
2025-05-11T16:05:43.224638,100.0,200.0,300.0,48.24827095981175,223.0928839828436,False
2025-05-11T16:05:43.285304,100.0,200.0,300.0,47.986704337070236,223.47009839908696,False
2025-05-11T16:05:43.345079,100.0,200.0,300.0,48.24037424594151,223.09113977075612,False
2025-05-11T16:05:43.405156,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:43.468140,100.0,200.0,300.0,48.33291496808381,223.7226596330089,False
2025-05-11T16:05:43.528655,100.0,200.0,300.0,48.31592778739612,223.59627014625767,False
2025-05-11T16:05:43.589600,100.0,200.0,300.0,48.24827095981175,223.0928839828436,False
2025-05-11T16:05:43.649171,100.0,200.0,300.0,47.6602407603884,223.46834742901416,False
2025-05-11T16:05:43.708831,100.0,200.0,300.0,48.19379872224674,223.8492674234701,False
2025-05-11T16:05:43.773276,100.0,200.0,300.0,48.33291496808381,223.7226596330089,False
2025-05-11T16:05:43.834707,100.0,200.0,300.0,48.33291496808381,223.7226596330089,False
2025-05-11T16:05:43.895400,100.0,200.0,300.0,48.24827095981175,223.0928839828436,False
2025-05-11T16:05:43.955680,100.0,200.0,300.0,47.64338772121269,223.34195794226292,False
2025-05-11T16:05:44.017750,100.0,200.0,300.0,47.70691268044071,222.71174511859772,False
2025-05-11T16:05:44.078207,100.0,200.0,300.0,47.75761159228411,223.08895953484108,False
2025-05-11T16:05:44.139376,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:44.200240,100.0,200.0,300.0,47.87951150516147,222.83726701242506,False
2025-05-11T16:05:44.273838,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:44.333694,100.0,200.0,300.0,47.64338772121269,223.34195794226292,False
2025-05-11T16:05:44.394405,100.0,200.0,300.0,48.0121861861741,223.59758508481883,False
2025-05-11T16:05:44.453991,100.0,200.0,300.0,48.110082836605415,223.21840587667097,False
2025-05-11T16:05:44.515398,100.0,200.0,300.0,47.6173224633302,223.09113977075612,False
2025-05-11T16:05:44.575347,100.0,200.0,300.0,48.004335283321964,223.59627014625767,False
2025-05-11T16:05:44.637478,100.0,200.0,300.0,48.004335283321964,223.59627014625767,False
2025-05-11T16:05:44.697632,100.0,200.0,300.0,47.77456950802508,223.21513128201178,False
2025-05-11T16:05:44.756921,100.0,200.0,300.0,48.454295698019365,223.47009839908696,False
2025-05-11T16:05:44.817717,100.0,200.0,300.0,48.31592778739612,223.59627014625767,False
2025-05-11T16:05:44.877903,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:44.939233,100.0,200.0,300.0,47.63596281041909,223.34152076876302,False
2025-05-11T16:05:45.008039,100.0,200.0,300.0,48.16046805061441,223.59627014625767,False
2025-05-11T16:05:45.068806,100.0,200.0,300.0,48.17732108979013,223.7226596330089,False
2025-05-11T16:05:45.129069,100.0,200.0,300.0,47.63596281041909,223.34152076876302,False
2025-05-11T16:05:45.188490,100.0,200.0,300.0,48.12684899885639,223.3441438293093,False
2025-05-11T16:05:45.247627,100.0,200.0,300.0,47.6602407603884,223.46834742901416,False
2025-05-11T16:05:45.312178,100.0,200.0,300.0,48.1428371043627,223.47009839908696,False
2025-05-11T16:05:45.373147,100.0,200.0,300.0,48.31592778739612,223.59627014625767,False
2025-05-11T16:05:45.432799,100.0,200.0,300.0,47.73119063041002,222.83857177884886,False
2025-05-11T16:05:45.492753,100.0,200.0,300.0,48.09997149173505,223.0950642771479,False
2025-05-11T16:05:45.553259,100.0,200.0,300.0,48.17732108979013,223.7226596330089,False
2025-05-11T16:05:45.613714,100.0,200.0,300.0,48.26514153303359,223.21840587667097,False
2025-05-11T16:05:45.676521,100.0,200.0,300.0,48.30814768099174,223.59539352709405,False
2025-05-11T16:05:45.736593,100.0,200.0,300.0,48.31592778739612,223.59627014625767,False
2025-05-11T16:05:45.798532,100.0,200.0,300.0,48.15979502010367,223.59627014625767,False
2025-05-11T16:05:45.858010,100.0,200.0,300.0,48.31592778739612,223.59627014625767,False
2025-05-11T16:05:45.917690,100.0,200.0,300.0,47.78188954225342,223.21578619509222,False
2025-05-11T16:05:45.985204,100.0,200.0,300.0,48.1428371043627,223.47009839908696,False
2025-05-11T16:05:46.046026,100.0,200.0,300.0,48.298969871655146,223.47009839908696,False
2025-05-11T16:05:46.105661,100.0,200.0,300.0,47.64338772121269,223.34195794226292,False
2025-05-11T16:05:46.166773,100.0,200.0,300.0,48.16046805061441,223.59627014625767,False
